PLAsTiCC_obj_id,g_pk_time,r_pk_time,i_pk_time,z_pk_time,y_pk_time,g_pk_mag,r_pk_mag,i_pk_mag,z_pk_mag,y_pk_mag,g_a1,g_a2,r_a1,r_a2,i_a1,i_a2,z_a1,z_a2,y_a1,y_a2,g_std_time,r_std_time,i_std_time,z_std_time,y_std_time,g_std_mag,r_std_mag,i_std_mag,z_std_mag,y_std_mag,g_std_a1,g_std_a2,r_std_a1,r_std_a2,i_std_a1,i_std_a2,z_std_a1,z_std_a2,y_std_a1,y_std_a2,type,photo_z
248071,,60590.97626,60594.6479,60592.8278,60596.08933,,-19.136928,-20.215216,-20.416403,-20.274721,,,-9.32432146,0.601668381,-8.0049513,1.16102042,-2.6757063,1.34342966,-0.353117205,0.531947781,,0.864486081,1.09025382,1.62443234,2.509405729,,2.873056475,0.03803646,0.03904791,0.708322089,,,1.103027361,0.347147631,0.39418786,0.18558119,0.36558959,0.17769786,0.708332762,0.432724567,SN Ia,1.045
178716,,,60543.6196,60546.28756,,,,-19.176367,-19.008654,,,,,,-5.673147,0.92729654,-1.480823776,0.996838413,,,,,2.04420141,0.840406999,,,,0.07199352,1.195956027,,,,,,0.33863524,0.16541217,0.318898767,0.16368151,,,SN Ia,0.838
179207,,60246.05121,60250.84218,60255.6509,,,-19.252005,-19.887679,-20.431011,,,,-9.766243527,0.632937655,-9.304788906,1.288222674,-3.2054359,1.69627666,,,,1.457463698,1.078228147,1.75034174,,,5.330808318,4.810845435,0.06378435,,,,1.239301449,0.379346848,0.436064429,0.215145533,0.39954764,0.20206584,,,SN Ia,1.165
310332,,60610.4723,60615.4407,60611.8298,60616.05517,,-19.112725,-19.856117,-19.914409,-19.818194,,,-8.565783,0.49000995,-5.9964897,1.036644,-1.6738592,1.06800236,0.340273235,0.28637655,,1.18752111,0.70073848,1.66869727,2.163511666,,0.03009139,0.02344574,0.03056118,0.502223155,,,0.90335964,0.29196382,0.34247758,0.15934445,0.31915129,0.16196656,0.610650732,0.373738285,SN Ia,0.873
278692,,60191.78582,60194.739,60196.045,60195.15759,,-18.713208,-19.825253,-19.853843,-19.642637,,,-8.259920471,0.549645297,-5.7066299,0.96863354,-1.5679864,0.97136562,0.432392935,0.243040162,,0.736825956,1.2458614,2.03569941,2.118685972,,3.525437111,0.04727431,0.05686509,0.863811291,,,0.894436796,0.295256244,0.33631467,0.16061979,0.31881737,0.16056633,0.596298434,0.364179296,SN Ia,0.845
194387,,60268.97316,60273.09514,60276.9167,,,-19.013467,-19.941931,-20.158567,,,,-9.1856376,0.593644309,-7.625683655,1.125119778,-2.4005247,1.36722199,,,,1.305094654,0.966244588,4.07574285,,,11.09240707,7.974953022,0.05188531,,,,1.06923568,0.338949278,0.390189796,0.191864591,0.3649753,0.18547938,,,SN Ia,1.014
26237,,60598.54502,60601.9978,60608.55374,,,-18.930561,-19.861599,-19.95145,,,,-9.042829367,0.585855147,-7.168934546,1.203803086,-2.267256818,1.271767754,,,,0.824773021,0,2.80524596,,,1.341639724,0.035796555,0.05382686,,,,1.036991227,0.331054829,0.378081397,0.181514468,0.356609362,0.180183833,,,SN Ia,0.984
106101,,59899.78132,59904.0524,59904.06341,,,-19.172526,-20.075126,-20.283136,,,,-9.899467655,0.645120677,-9.827518346,1.338864609,-3.564626373,1.675363269,,,,0.975297215,3.126368751,2.846527627,,,10.20513904,0.072826489,0.057065125,,,,1.294951584,0.392123518,0.45047628,0.222021398,0.416677456,0.206390806,,,SN Ia,1.212
246383,,60210.7832,60212.59,60216.6462,60216.3806,,-19.731046,-19.914166,-19.700947,-19.79326,,,-6.7011192,0.46528193,-3.9455412,0.80376118,-0.6395188,0.67136459,1.04901037,-0.0211454,,0.41972145,0.68333693,0.98180127,2.34676773,,0.02372799,0.02295959,0.02952485,0.07151726,,,0.52737496,0.19470921,0.27015258,0.13686496,0.26577372,0.13689213,0.50841703,0.30741176,SN Ia,0.68
47070,,59781.27174,59784.30804,59784.66373,59784.82878,,-19.453229,-20.143933,-20.048601,-20.262416,,,-8.402793709,0.555695704,-5.941921118,1.018281879,-1.61244093,1.114679414,0.352366445,0.277107819,,0.751039861,0.629176312,1.265414694,2.164508429,,1.869676782,0.033515047,0.042950807,0.590155919,,,0.917253912,0.301069225,0.336503007,0.153432305,0.32003243,0.157383887,0.608582959,0.372170038,SN Ia,0.868
8487,60650.48128,60653.66043,60654.57361,60657.20605,60657.64163,-19.020108,-20.044025,-19.966343,-19.843072,-19.907438,-7.515348799,-0.081013137,-7.014221654,-0.09994837,-2.993558954,0.83485776,-0.200436586,0.636545239,1.323345598,-0.08118015,0.495653596,0.238444199,0.522142352,0.700582248,1.231846501,0.026339676,0.010814672,0.013687967,0.018012153,0.039069511,1.445014042,0.30157333,0.62371339,0.16286136,0.274845519,0.130043473,0.26382375,0.134715711,0.473478353,0.284053701,SN II,0.612
18561,,60382.02471,60385.25841,60388.48279,,,-18.847176,-19.833128,-19.880328,,,,-8.723691818,0.569984201,-6.600589785,1.037944199,-1.920779748,1.182258113,,,,0.785813767,1.46746255,0.900280984,,,4.146697485,0.048602329,1.188279167,,,,0.9730612,0.315182183,0.361768497,0.173999363,0.340954657,0.174394965,,,SN Ia,0.923
276418,,59803.52594,59806.1348,59801.0776,59806.0717,,-18.883459,-19.660054,-19.494586,-19.470868,,,-7.603323694,0.524744793,-4.7410539,0.78620398,-1.0401527,0.81288633,0.801210872,0.103572113,,0.678340678,0.91082006,2.52035879,1.936269988,,2.263434322,0.02998443,0.05660651,0.710206357,,,0.802534691,0.271426978,0.31100231,0.1477797,0.29039594,0.15085092,0.544567942,0.332542848,SN Ia,0.749
127669,60228.3204,60240.2624,60236.2338,,,-18.205696,-18.456738,-18.145525,,,2.882774843,-0.097299999,-0.760652909,0.673605038,-4.20079811,0.792494011,,,,,0,0,3.058394836,,,0.054074382,0.05959001,3.94271137,,,0.811154009,0.387559455,0.456995248,0.24033917,0.302023829,0.146815908,,,,,TDE,0.706
254121,,59776.13922,59779.5313,59780.7176,,,-19.55629,-20.423337,-20.393228,,,,-8.958210301,0.581265386,-7.0237239,1.12710513,-2.2722677,1.20591444,,,,0.813884976,0.78145225,1.37708834,,,2.574267957,0.03101666,0.03912747,,,,1.018871879,0.326595725,0.36653147,0.17187992,0.34360202,0.1690094,,,SN Ia,0.967
173823,,60584.28448,60587.6404,60587.459,60588.61377,,-19.162166,-20.029527,-20.141578,-19.823474,,,-8.905972291,0.578842142,-7.0467665,1.01279178,-2.1551304,1.19043473,-0.004157957,0.404901172,,0.807462321,0.90932584,1.59740865,2.337863106,,2.464859124,0.03920488,0.04460107,0.769866822,,,1.008450265,0.324001126,0.36885474,0.17435047,0.34698079,0.17246003,0.659254023,0.402462468,SN Ia,0.957
177095,,59860.8055,59866.9847,59873.6782,,,-17.753734,-17.985897,-18.472211,,,,-6.148147,0.50099688,-2.7691127,0.65533475,-0.1245776,0.42696091,,,,1.29826604,1.66016798,2.91417669,,,0.0579015,0.05515006,0.06693811,,,,0.64844082,0.22799712,0.26811984,0.12837492,0.25690897,0.13351118,,,SN Iax,0.577
39577,,60510.51903,60513.212,60518.82833,60512.56993,,-19.287645,-19.389974,-19.277757,-19.616239,,,-4.890152843,0.602289411,-1.820103138,0.633113195,0.008310607,0.346481982,1.31260254,-0.062464951,,1.163785955,0,1.103968342,1.718077126,,0.039078402,0.039310449,0.053636787,0.629069393,,,0.525118313,0.223872913,0.240004248,0.123045323,0.255567092,0.13400372,0.475328641,0.293573832,SN II,0.628
52022,,60242.59902,60244.96101,60248.60651,,,-19.68999,-20.328072,-20.336571,,,,-9.509297501,0.272006633,-7.321726252,1.103655182,-2.252771184,1.321640928,,,,0.964839853,1.745809903,0.946537123,,,0.033562986,0.030686729,1.520753368,,,,1.029170789,0.314824051,0.382103908,0.187582944,0.357895969,0.182686754,,,SN Ia,0.987
117363,60654.50671,60654.54282,60658.24704,60657.96556,,-17.020432,-17.176051,-16.96493,-17.311363,,-6.748665036,0.076102455,-4.158375381,0.487032288,-0.643364121,0.447001757,0.872954086,0.020382968,,,2.890025045,0.854427391,0.566689171,1.362515464,,6.047672154,0.03833355,0.754673117,0.056538456,,1.315263348,0.285487519,0.507871425,0.191413652,0.225702279,0.1071947,0.2195301,0.115581044,,,SN II,0.386
97367,60545.52292,60547.2574,60548.9383,60550.02449,60547.93175,-18.514743,-19.619562,-19.646883,-19.62217,-19.459924,-8.576647666,-0.29595589,-6.981593741,0.085105294,-3.224821222,0.491034783,-0.038196464,0.471971571,1.506728132,-0.15776465,0.70018449,0.355547912,0.654977312,0.786278349,1.612233385,0.036338201,0.01293688,0.018601,0.026007924,1.081515341,1.431187611,0.315173193,0.454300596,0.164637554,0.241152343,0.109835416,0.213383355,0.110818895,0.451021737,0.274486445,SN Ia,0.565
327504,60164.17496,,60173.05791,60177.7035,,-19.847398,,-19.852717,-20.408613,,-8.113061138,-0.36150477,,,-9.026799973,1.261200127,-3.1019682,1.58956732,,,6.285203067,,1.059516388,2.85793044,,11.67113962,,8.951646233,0.05472718,,3.374418855,0.602820856,,,0.42838525,0.21125453,0.39871471,0.20079282,,,SN Ia,1.14
43032,60271.20227,60272.3799,60276.12753,60274.20296,60274.52177,-16.747149,-17.664905,-18.084031,-18.477094,-18.532104,-6.997303089,0.041898951,-4.775540689,0.503024207,-1.288244976,0.523299412,0.573226796,0.152715914,1.967401898,-0.328013433,2.251798144,0,1.029899861,1.125441097,1.420313769,6.563132901,0.046027423,0.038870183,0.042275095,1.288397013,1.442626735,0.305803883,0.54296513,0.199219535,0.237555643,0.112707192,0.229735875,0.119860637,0.395762574,0.240145827,SN Ibc,0.445
205120,,,60580.80375,60585.4755,,,,-19.591836,-20.20975,,,,,,-9.071281441,1.265520576,-3.2048267,1.54115545,,,,,1.062514972,4.63176238,,,,11.64269482,0.08698775,,,,,,0.429611717,0.211876119,0.39880365,0.20079824,,,SN Ia,1.144
297704,59809.43518,59814.4905,59814.5561,59824.7245,,-18.343982,-17.973992,-17.666214,-18.023228,,-7.065035139,0.032037094,-4.3651065,0.67285024,-1.4850961,0.5293967,0.51555196,0.17424567,,,2.299955977,0,0.00010937,0,,4.583083833,0.03339834,0.06540112,0.13167756,,1.480730841,0.311919472,0.51240411,0.19441084,0.23522098,0.11393534,0.23172304,0.12230655,,,SN II,0.462
205613,,59987.40521,59990.725,59990.6918,,,-19.018688,-19.978287,-20.054811,,,,-8.853475511,0.576197974,-6.8305947,1.07880623,-2.0381214,1.2442032,,,,0.801114809,1.88848972,4.33768514,,,5.220802109,0.04969109,0.07051778,,,,0.997972394,0.321398762,0.36838029,0.1803759,0.34637555,0.17657708,,,SN Ia,0.947
162474,59905.29348,59912.6371,59915.64447,,,-18.744643,-18.542659,-18.232217,,,-8.062493743,-0.198826586,-8.0000865,0.67405401,-5.91324541,0.958790258,,,,,3.458245869,2.411494,0.746173649,,,10.61357013,0.09571866,5.702091105,,,2.513740548,0.475604966,0.8983737,0.29527362,0.344964777,0.168820685,,,,,SN II,0.86
14476,60497.07059,60495.3646,60500.7925,60490.87424,,-16.815657,-17.124631,-17.13212,-17.740977,,-6.536906895,0.102790351,-2.362720925,0.391501337,-0.057149952,0.410537604,1.195410398,-0.144164748,,,1.973379521,0,1.503950302,17.71227173,,7.165686809,0.069393329,0.076288491,0.680724181,,1.222204542,0.270780183,0.399400578,0.177829358,0.212749664,0.102171009,0.209720273,0.11046725,,,SN II,0.34
164986,,60010.30637,60013.9312,60017.86941,,,-19.487776,-20.403517,-20.408787,,,,-9.267081441,0.598355563,-7.7111092,1.25582384,-2.486626364,1.41951288,,,,0.855965758,1.0059736,0.979313963,,,2.699235613,0.03676298,0.91299183,,,,1.088794928,0.343697053,0.38472595,0.18299082,0.369922555,0.188578844,,,SN Ia,1.032
204081,,59648.5277,59646.7502,59651.9078,59644.25055,,-16.548543,-17.023418,-17.336395,-17.305829,,,-2.8392562,0.44517451,0.82406515,0.29298044,1.65590427,-0.2899741,2.652027523,-0.580834324,,1.26721526,2.0754923,1.14457333,1.186736369,,0.05071202,0.05481873,0.04620719,3.621635058,,,0.43401578,0.17266168,0.19734204,0.09371442,0.19133261,0.10412013,0.328026378,0.197968661,SN Ibc,0.267
298075,,,60387.5341,60392.7864,,,,-17.588556,-17.960765,,,,,,-1.4096431,0.52378606,0.53661107,0.17893742,,,,,1.97143237,1.82771298,,,,0.07024173,0.07775787,,,,,,0.23848112,0.11364642,0.23100019,0.12096449,,,SN II,0.455
27707,60206.20289,60213.9332,60217.09155,60220.64843,,-19.424721,-19.543264,-19.579846,-19.403758,,-8.103599331,-0.223208053,-8.184585705,0.706794809,-6.380241086,1.004201079,-1.811616148,1.136416431,,,3.599807854,1.449083568,0.772494192,1.195240724,,8.897098382,0.056015041,2.661696572,1.477955036,,2.636049041,0.494296443,0.920523163,0.299875651,0.357109446,0.175017544,0.335482767,0.171722886,,,SN II,0.902
107969,,60589.76921,60597.05275,60597.65363,60598.25341,,-19.051723,-20.06155,-20.218336,-20.002287,,,-9.233315692,0.560633732,-7.567753579,1.066227654,-2.415801155,1.293799875,-0.189752384,0.470515974,,3.66778453,1.308636042,2.762303932,2.430703562,,0.156721432,0.04110851,0.050977879,0.712718493,,,1.052311119,0.334399845,0.384140553,0.18650809,0.360435308,0.181949144,0.685577289,0.418798314,SN Ia,1.004
137137,,60664.70327,60667.8903,60671.02932,,,-18.206547,-19.232766,-19.526746,,,,-8.650520243,0.566588543,-6.49962416,0.962549804,-1.853525042,1.154157822,,,,0.777579774,0,0.891093481,,,1.779545477,0.051862259,0.462695949,,,,0.959724153,0.311830678,0.359138449,0.17441652,0.337551837,0.172724768,,,SN Ia,0.91
261853,60590.59963,60595.6,60598.7545,60598.7018,60602.2083,-18.3178,-19.597224,-19.954039,-19.805944,-19.839911,-7.852392595,-0.12170273,-6.4563432,0.69833267,-4.330373,0.89266735,-0.8546662,0.79925058,0.95368418,0.15731306,3.127427975,0.7087994,0.66148539,1.35701867,2.25293213,5.295402469,0.02337734,0.01890221,0.02816758,0.05926986,2.142052812,0.417713321,0.66550452,0.24105036,0.29578281,0.13717701,0.28413256,0.14192784,0.52640314,0.30315628,SN Ia,0.727
243939,59869.44166,59877.142,59880.28962,59883.8245,,-19.23753,-19.556648,-19.28807,-19.451297,,-8.102963635,-0.221421327,-8.9586565,0.29846486,-6.34693037,1.00091169,-1.796274069,1.129910515,,,3.589751254,1.00873187,0.770620591,1.192342189,,6.78296169,0.03493021,2.777074277,1.152224235,,2.62702657,0.492959653,0.94468477,0.30350333,0.356235449,0.174574224,0.334689806,0.171341277,,,SN II,0.899
59621,,60605.5283,60608.78701,60607.94044,,,-18.269948,-19.451049,-19.684025,,,,-8.761778877,0.571800652,-6.688220704,1.03560993,-1.981311343,1.168207415,,,,0.790276899,2.010591891,3.892238202,,,6.757411447,0.043342436,0.051069324,,,,0.980315655,0.316992395,0.364957037,0.178203864,0.342643969,0.174802203,,,SN Ia,0.93
124241,60202.53288,60210.30715,60213.48327,,,-19.693202,-19.328092,-19.297833,,,-8.106712395,-0.225932952,-8.390639131,0.588080046,-6.435856657,1.0095524,,,,,3.616876737,1.745978418,0.775685496,,,6.641746402,0.064428311,4.4742343,,,2.650869475,0.496528711,0.923026056,0.306150689,0.358564061,0.175761449,,,,,SN II,0.907
163248,,59763.01574,59766.23883,59768.7324,,,-19.122406,-19.688059,-19.883243,,,,-8.037835357,0.540861095,-5.36843652,0.905878027,-1.3500796,0.92454883,,,,1.108639805,0.821997286,3.72900121,,,12.07814746,5.768054038,0.05570179,,,,0.861298731,0.286724578,0.331009424,0.161685771,0.31215039,0.16027263,,,SN Ia,0.811
77096,,60272.54461,60275.79972,60279.06488,60276.6275,,-18.651617,-19.679348,-19.761211,-19.458846,,,-8.756281325,0.571541551,-6.694463001,1.014766505,-1.951618095,1.195272676,0.104994396,0.361402721,,0.789640703,2.114596024,0.904725042,2.283040408,,7.081331527,0.059331573,1.431576051,1.072008751,,,0.979282408,0.316733575,0.364741402,0.178220173,0.342547502,0.175169369,0.643507822,0.393075912,SN Ia,0.929
174298,,59791.08673,59794.101,59795.2209,59794.4779,,-19.20357,-20.051712,-19.967332,-20.183214,,,-8.365969083,0.554146989,-5.8745835,1.01044724,-1.6608129,1.0324111,0.377290491,0.270598936,,0.747318598,0.78473323,1.36779692,2.133730228,,2.146961016,0.03561851,0.04799398,0.595365157,,,0.911246197,0.299541352,0.33577855,0.15673047,0.30693134,0.16034438,0.604928305,0.369755969,SN Ia,0.862
2168,59875.47592,59882.43326,59884.02292,59880.46477,,-16.177956,-15.994528,-16.121383,-16.157909,,-2.216649665,0.291157379,-1.33085466,0.864391106,1.352829722,0.376708033,1.828017425,-0.266912797,,,0.543816807,0.669940532,0,1.070975639,,0.035176616,0.042954289,0.04435346,0.062372023,,0.639785118,0.213829217,0.397766815,0.154591894,0.196380302,0.09053776,0.195086123,0.103445398,,,SN II,0.221
17070,60019.47174,60022.28414,,,,-16.391252,-16.894603,,,,-6.663267246,0.087135474,-3.90167776,0.437840179,,,,,,,1.94450549,0.989574737,,,,5.905969167,0.054578884,,,,1.276143465,0.279282629,0.478065261,0.187515481,,,,,,,SN II,0.367
341581,60253.5925,60263.7145,60243.4705,60243.57715,,-19.203256,-18.151193,-19.057669,-18.421419,,-5.1021683,0.10396309,-4.1574379,0.7580039,-1.0955867,0.35444177,0.568004665,0.142201889,,,22.6861698,0,0,0.596895575,,1.66210131,0.04877226,0.06556232,0.226461162,,1.29137853,0.30303635,0.50103135,0.1837142,0.23432478,0.10985071,0.229801152,0.120834726,,,SN II,0.446
311267,,59826.4135,59815.7245,59826.4135,,,-17.554316,-18.157831,-18.124364,,,,-4.1907254,0.44500037,-1.2860392,0.50319681,0.40441823,0.2286647,,,,0,0,0,,,0.1122003,0.05560611,0.08381443,,,,0.55275954,0.21634697,0.23720357,0.11694704,0.23770116,0.12671851,,,SN II,0.527
323033,,60245.8982,60257.0142,60257.0142,,,-18.290911,-18.592973,-18.406975,,,,-1.5261944,0.56954858,-2.6921474,0.62620439,-0.1803466,0.45136853,,,,0,0,0,,,0.05394687,0.07180768,0.13674762,,,,0.42186173,0.21595156,0.26290962,0.12919354,0.258447,0.13423603,,,SN II,0.588
187695,59831.28821,59830.0725,59834.0309,59834.4516,,-15.466924,-15.997016,-16.08222,-16.209109,,-6.104820851,0.152628852,-1.4257522,0.36492434,0.9959927,0.27745475,1.62804373,-0.2865245,,,1.778793494,0,0.00012282,1.8816757,,4.392870666,0.06403209,0.07503445,0.11644278,,1.066484241,0.246588767,0.37949971,0.16590328,0.19680023,0.09451558,0.19768744,0.10644592,,,SN II,0.254
264319,,60575.65297,60578.452,60581.6304,60578.78888,,-18.897654,-19.726692,-19.77715,-19.570411,,,-7.977527508,0.538569129,-5.3727165,0.8342691,-1.364998,0.88110532,0.671356659,0.192056012,,0.710359716,0.88454594,1.47593732,2.029022699,,2.27535292,0.03543765,0.04917775,0.700980321,,,0.852600482,0.284472086,0.32090865,0.1518164,0.3051385,0.15245363,0.563900825,0.349303294,SN Ia,0.802
204968,,,60626.06333,60630.4611,,,,-19.418232,-19.713108,,,,,,-8.60484696,1.219956551,-2.8412026,1.58153502,,,,,1.031135609,0,,,,2.15833962,0.08493352,,,,,,0.41674678,0.205359256,0.38802417,0.1962421,,,SN Ia,1.102
206111,,59886.9412,59888.7434,59889.41456,,,-17.795326,-18.077071,-17.636829,,,,-5.6998287,0.46980045,-1.7952863,0.56213476,0.098531241,0.331498418,,,,1.44821886,0,0.642487346,,,0.05444885,0.05343837,0.232682977,,,,0.5950501,0.21967998,0.23577621,0.12277833,0.246994163,0.129121858,,,SN II,0.533
23111,,60228.01334,60230.35435,60231.54699,,,-18.473417,-18.873184,-19.030323,,,,-6.503866491,0.489116384,-3.155464422,0.690965577,-0.349370725,0.519521152,,,,0.930847219,0.691707141,1.323852145,,,3.026383517,1.709854381,0.040352524,,,,0.68118779,0.239235981,0.277392915,0.134114653,0.25922348,0.136701962,,,SN Ia,0.612
85553,59846.20815,59849.92954,59854.36141,59847.276,59854.17644,-18.224663,-19.283236,-19.342163,-19.407263,-19.177573,-7.852935538,-0.121680365,-8.292424555,0.058179941,-3.623861062,0.755803542,-0.01870689,0.723145163,0.881101054,0.072055913,3.127695959,0.460953577,0.670903687,0,1.891895504,7.493684538,0.041642559,0.033384038,0.042303127,0.845043526,2.142071771,0.41771929,0.742471698,0.24560248,0.279543276,0.138939158,0.254040089,0.13807579,0.53352054,0.325253058,SN II,0.727
158663,60193.7971,60197.8355,60200.4998,60201.1348,60202.158,-18.203156,-17.769746,-17.774515,-17.887499,-17.961242,-4.2909584,-0.8323791,1.83444963,0.46536268,3.64433503,-0.1218185,3.70415117,-0.4582663,3.58567681,-0.7330478,0.24861188,0,0.30125292,0.34461216,0.68972526,0.01008263,0.01020422,0.01412315,0.01870684,0.04193373,0.3498615,0.16077223,0.15629212,0.10512877,0.11352764,0.06760679,0.12884576,0.07838137,0.247983,0.15291175,SN II,0.226
274464,,59854.9156,59856.8399,59857.9323,59856.9065,,-19.535006,-20.024307,-19.813315,-20.001627,,,-8.9038704,-0.2054885,-5.1340683,0.59397743,-1.2298245,0.72650137,0.75490768,0.1422484,,0.51103728,0.60525882,1.74001565,3.97545086,,0.02832735,0.02166059,0.03726299,0.08032248,,,0.76626225,0.23037255,0.3081803,0.13945784,0.29794708,0.15194959,0.55267815,0.33475105,SN Ia,0.765
39482,60398.84709,60399.15515,60402.52412,60402.4546,60398.95351,-18.940876,-19.680246,-19.522847,-19.451852,-19.192654,-8.395711405,-0.323865986,-4.754522887,0.631172853,-0.83613236,0.503927903,0.688482251,0.096474484,1.984211081,-0.456189676,0.445979209,0.760000476,0.619839842,0.832469139,3.086947403,0.021263525,0.015125691,0.014295757,0.021005572,0.082615432,0.746053873,0.232971404,0.32457966,0.169221744,0.178492819,0.106976459,0.178835333,0.113303578,0.337813823,0.223989698,SN Ia,0.423
30978,60252.62833,60258.16055,60260.46081,60262.25103,,-19.015621,-18.920349,-18.797961,-18.97889,,-7.706424229,-0.084516752,-7.493029855,0.321584012,-3.722619472,0.746014337,-0.573492801,0.615729885,,,2.810825835,1.156836087,0.627993761,0.974543677,,7.601404272,0.07662307,1.691680022,0.536872466,,1.97230229,0.390758359,0.691228838,0.242955754,0.29057485,0.140921027,0.276159794,0.142918853,,,SN II,0.663
272557,60371.51514,60375.83757,60377.77,60378.6792,,-18.881498,-18.589637,-18.121432,-18.331355,,-7.41749668,-0.025457403,-6.045555159,0.476371551,-2.4872505,0.6918615,-0.000234744,0.386691993,,,2.59458894,0.571633287,0,0.658449478,,4.400113563,0.798710582,0.07321568,0.21089165,,1.71398376,0.349432817,0.638933882,0.227847395,0.26250749,0.12609516,0.252057007,0.131842257,,,SN II,0.561
280600,,,60571.78139,60576.8717,,,,-19.627057,-20.328219,,,,,,-9.782960851,1.334640068,-3.4646555,1.75414593,,,,,1.110737501,3.99742596,,,,12.94811012,0.07148235,,,,,,0.449340845,0.22187114,0.41637007,0.20975701,,,SN Ia,1.208
254048,,60265.68762,60268.2965,60270.38498,,,-18.573696,-19.14286,-19.288811,,,,-7.603305545,0.524754851,-4.6973484,0.82596357,-1.017811108,0.802961426,,,,0.678370838,2.79765566,0.779978121,,,7.203007963,0.11055204,1.33666646,,,,0.80257068,0.271439923,0.31329996,0.15236949,0.296797515,0.152887165,,,SN Iax,0.749
110345,60127.6563,60131.37806,60133.03787,60129.8907,60133.96983,-18.06104,-19.057679,-19.288897,-19.507124,-19.787033,-7.151854777,0.018769059,-5.311498428,0.456074483,-1.546643846,0.457495552,1.027244037,0.422989235,1.702792792,-0.310765973,2.366144233,0.532776243,0.526413546,0,1.586213977,6.034794099,1.186026576,0.033337981,0.032944393,0.077799917,1.533317653,0.320353185,0.57998935,0.211984493,0.229484814,0.111491648,0.188056138,0.107409361,0.377504666,0.224512578,SN Ibc,0.485
110186,60180.29271,60184.24271,60190.10325,60185.4747,60188.0281,-18.077935,-17.902997,-17.878558,-17.996896,-18.140659,-6.134959013,0.068696824,-0.424062826,-0.043065147,1.220917612,0.207813439,1.536196131,-0.144543091,2.330067896,-0.462008368,1.296806141,0.726588508,0.653694816,1.374651959,1.287451316,0.034740205,0.025830953,0.029415895,0.043507059,1.247968448,1.00700322,0.266717961,0.27303141,0.160795725,0.17715355,0.097075509,0.188875385,0.106718355,0.357268383,0.216233153,SN II,0.351
167354,59814.9377,59823.1242,59823.784,,,-18.979738,-18.538957,-18.061419,,,-8.8675229,-0.6451167,-6.8180571,0.36281763,-3.0757946,0.65322521,,,,,1.01567806,0.68262962,1.86463201,,,0.02946303,0.03998624,0.08301921,,,1.41108365,0.35328519,0.65821949,0.21957458,0.27567216,0.13352916,,,,,SN II,0.619
291451,,59661.72018,59665.1763,59666.94,,,-19.001019,-20.08929,-20.038633,,,,-9.047523906,0.586104131,-7.1182371,1.27827784,-2.2422251,1.30793045,,,,0.825528096,1.38767496,5.01991865,,,4.893585417,0.05150839,0.11970099,,,,1.038076066,0.331321323,0.37744875,0.17804773,0.3563449,0.18137148,,,SN Ia,0.985
225383,,60197.3871,60199.3664,60202.0444,60199.1609,,-19.014426,-19.62361,-19.392881,-19.497688,,,-7.299146,0.53450109,-4.5269452,0.7334832,-0.8692092,0.77225151,0.888871775,0.069302828,,1.11872308,0.826528,1.6260449,1.891822191,,0.03398529,0.02851259,0.05006287,0.886370339,,,0.72671983,0.24825894,0.29953369,0.14081937,0.2885823,0.14682888,0.532460911,0.324679507,SN Ia,0.725
212320,,,60386.2526,60392.178,,,,-20.126384,-20.533792,,,,,,-8.8076596,1.23126152,-3.0681153,1.47573116,,,,,1.80436001,2.85212235,,,,0.05989798,0.05427468,,,,,,0.419304,0.20204297,0.39161383,0.19489451,,,SN Ia,1.12
81851,,59938.7152,59942.24254,59943.84108,59942.85001,,-19.236289,-20.023887,-20.020866,-19.831268,,,-8.964935767,0.185956529,-6.196780723,0.959214492,-1.717423884,1.098687793,0.276827704,0.294877183,,0,0.89115489,1.569939132,2.191053327,,0.028526768,0.029200588,0.045393237,0.736160365,,,0.920053101,0.27749952,0.35158457,0.170774288,0.330579433,0.168188667,0.618521584,0.377759775,SN Ia,0.884
269024,,60209.8973,60217.8669,60221.2653,,,-18.268865,-18.560891,-18.862358,,,,-6.6158605,0.49095032,-3.3053134,0.68854545,-0.3555739,0.54558066,,,,2.15368865,1.59117489,0,,,0.09110202,0.05850846,0.06603824,,,,0.69016483,0.24139848,0.28008535,0.13512467,0.26695953,0.13729798,,,SN Iax,0.624
61032,60182.5133,60188.91901,60189.0874,60200.2104,,-18.188534,-18.485633,-18.767563,-18.747119,,-7.503060097,-0.041613287,-2.756796982,0.603375882,-0.996249851,0.541469067,0.472030027,0.362975595,,,2.681498289,0.881547245,0,0,,5.218197853,0.034985675,0.044115087,0.059415766,,1.783405821,0.360545407,0.421213268,0.213203716,0.231426621,0.12440624,0.242085921,0.128940717,,,SN II,0.589
118674,,59754.94781,59758.2364,59761.54999,,,-19.093697,-19.895846,-19.873915,,,,-8.806848407,0.573635143,-6.786380041,1.035804033,-2.00196745,1.214550912,,,,0.795255039,0,0.910271291,,,1.490052205,0.042964691,0.430413387,,,,0.988474452,0.319054151,0.366229346,0.178427526,0.344640744,0.176288086,,,SN Ia,0.938
